id,date_in,date_out,name,type,breed,color,age_out,outcome_type,intake_type,intake_condition,sex_upon_intake,age_in,outcome_subtype,sex_upon_outcome
A698600,2015-07-01,2015-07-18,Nuts,Cat,Siamese Mix,Mixed,Adult,Transferred,Stray,Normal,Spayed Female,17 years,Partner,Spayed Female
A778432,2018-08-14,2019-04-02,N/A,Other,Pig Mix,White,Baby,Adopted,Stray,Normal,Intact Female,3 months,Foster,Intact Female
A689796,2014-10-09,2014-10-10,N/A,Cat,Domestic Shorthair Mix,Orange,Young,Transferred,Stray,Normal,Intact Male,1 year,SCRP,Intact Male
A808978,2019-11-17,2019-11-18,N/A,Dog,Dachshund/Chihuahua Longhair,Cream,Baby,Adopted,Owner Surrender,Normal,Intact Male,1 month,NA,Neutered Male
A749204,2017-05-13,2017-05-14,George,Dog,Treeing Walker Coonhound Mix,Mixed,Young,Returned to Owner,Stray,Normal,Intact Male,1 year,NA,Intact Male
A760074,2017-10-12,2017-10-16,N/A,Cat,Siamese Mix,Mixed,Young,Transferred,Stray,Normal,Intact Male,2 years,Snr,Intact Male
A806985,2019-10-19,NA,Luther,Dog,Mastiff Mix,Black,N/A,In Shelter,Stray,Normal,Intact Male,2 years,NA,NA
A810185,2019-12-08,NA,Coffee,Dog,Labrador Retriever Mix,Brown,N/A,In Shelter,Public Assist,Normal,Intact Male,2 years,NA,NA
A727023,2016-05-17,2016-05-17,N/A,Other,Opossum,Gray,Baby,Deceased,Wildlife,Normal,Unknown,2 weeks,Underage,Unknown
A666124,2013-10-27,2013-10-30,N/A,Dog,Chihuahua Shorthair Mix,Red,Adult,Deceased,Stray,Normal,Intact Female,6 years,Suffering,Intact Female
A796911,2019-06-07,2019-06-07,N/A,Cat,Domestic Shorthair,Gray,Baby,Deceased,Stray,Injured,Intact Male,3 months,In Kennel,Intact Male
A727238,2016-05-20,2016-05-20,N/A,Cat,Domestic Shorthair Mix,Gray,Baby,Transferred,Stray,Normal,Unknown,1 week,Partner,Unknown
A756204,2017-08-15,2017-08-19,Remy,Dog,Yorkshire Terrier Mix,Cream,Young,Adopted,Stray,Normal,Intact Male,2 years,NA,Intact Male
A689410,2014-10-22,2014-11-02,Sasha,Dog,Pit Bull Mix,Cream,Adult,Adopted,Stray,Normal,Spayed Female,5 years,NA,Spayed Female
A755744,2017-08-08,2017-09-30,N/A,Cat,Domestic Medium Hair Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Female,4 months,NA,Spayed Female
A778618,2018-08-17,2018-08-19,Blaze,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Owner Surrender,Normal,Intact Female,2 months,NA,Spayed Female
A690031,2014-10-13,2014-10-18,N/A,Cat,Domestic Shorthair Mix,Orange,Baby,Adopted,Stray,Normal,Intact Male,2 months,NA,Neutered Male
A689092,2014-09-29,2014-09-30,N/A,Cat,Maine Coon Mix,Mixed,Young,Transferred,Stray,Normal,Intact Male,2 years,SCRP,Intact Male
A794652,2019-05-10,2019-05-16,N/A,Dog,Anatol Shepherd,Cream,Baby,Transferred,Stray,Normal,Intact Female,4 months,Partner,Intact Female
A808471,2019-11-09,2019-11-14,Dixie,Dog,German Shepherd Mix,Black,Young,Transferred,Owner Surrender,Normal,Intact Female,1 year,Partner,Intact Female
A801164,2019-07-31,2019-08-08,Milo,Dog,Labrador Retriever,Black,Adult,Returned to Owner,Stray,Normal,Intact Male,3 years,NA,Neutered Male
A741798,2017-01-09,2017-01-12,Daisy,Dog,Landseer,White,Adult,Transferred,Owner Surrender,Normal,Intact Female,4 years,Partner,Intact Female
A805621,2019-09-29,2019-12-12,Madigan,Dog,Dachshund/Australian Cattle Dog,Mixed,Baby,Adopted,Owner Surrender,Normal,Intact Female,1 month,Foster,Spayed Female
A788128,2019-01-26,2019-01-28,Lily,Dog,Chihuahua Shorthair/Dachshund,Mixed,Baby,Adopted,Owner Surrender,Normal,Intact Female,8 months,NA,Spayed Female
A666989,2013-11-10,2013-11-14,Jojo,Dog,Shih Tzu Mix,Cream,Baby,Transferred,Stray,Injured,Intact Female,5 months,Partner,Intact Female
A689985,2014-10-12,2014-10-17,N/A,Dog,Miniature Pinscher Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Male,6 months,NA,Neutered Male
A797580,2019-06-15,2019-06-15,N/A,Other,Cockatiel,White,Young,Returned to Owner,Stray,Normal,Unknown,1 year,NA,Unknown
A691357,2014-11-03,2014-11-07,Thomas,Cat,Domestic Shorthair Mix,Orange,Young,Transferred,Owner Surrender,Normal,Neutered Male,1 year,Partner,Neutered Male
A785728,2018-12-08,2019-01-26,Picasso,Dog,Rottweiler Mix,Black,Young,Adopted,Stray,Normal,Intact Male,1 year,Foster,Neutered Male
A777855,2018-08-04,2018-08-06,N/A,Dog,Labrador Retriever Mix,Brown,Baby,Transferred,Stray,Sick,Intact Female,2 months,Partner,Intact Female
A787154,2019-01-08,2019-02-14,Baker,Cat,Domestic Medium Hair Mix,Black,Young,Adopted,Stray,Injured,Intact Male,1 year,NA,Neutered Male
A697539,2015-02-25,2015-04-24,Sadie,Dog,Pit Bull Mix,Brown,Baby,Adopted,Public Assist,Other,Intact Female,4 months,Foster,Spayed Female
A797185,2019-06-13,2019-06-15,Dalila,Dog,Anatol Shepherd Mix,Brown,Baby,Adopted,Owner Surrender,Normal,Spayed Female,3 months,NA,Spayed Female
A676840,2014-04-15,2014-04-17,Star,Cat,Domestic Shorthair Mix,Black,Young,Returned to Owner,Stray,Normal,Spayed Female,1 year,NA,Spayed Female
A668163,2013-11-28,2013-11-28,N/A,Other,Raccoon,Gray,Young,Deceased,Wildlife,Sick,Unknown,2 years,Rabies Risk,Unknown
A694366,2014-12-26,2014-12-28,Jewel,Dog,Labrador Retriever/Australian Cattle Dog,White,Young,Adopted,Owner Surrender,Normal,Spayed Female,2 years,NA,Spayed Female
A649216,2018-03-31,2018-04-06,Nathan Scott,Dog,Papillon Mix,Mixed,Adult,Returned to Owner,Public Assist,Normal,Intact Male,7 years,NA,Intact Male
A777750,2018-08-02,2018-08-02,N/A,Other,Bat,Black,Young,Deceased,Public Assist,Normal,Unknown,1 year,Rabies Risk,Unknown
A741061,2016-12-27,2016-12-29,Sugar,Dog,Labrador Retriever Mix,Brown,Adult,Returned to Owner,Stray,Normal,Intact Female,3 years,NA,Intact Female
A719019,2016-01-11,2016-01-16,Sprocket,Dog,Miniature Poodle Mix,Cream,Baby,Adopted,Stray,Normal,Intact Male,1 month,NA,Neutered Male
A744096,2017-02-23,2017-02-25,Bo,Dog,Chihuahua Shorthair Mix,Black,Young,Adopted,Owner Surrender,Normal,Intact Male,12 years,NA,Intact Male
A674569,2014-03-15,2014-03-22,Amelia,Dog,Lhasa Apso/Miniature Schnauzer,Gray,Young,Adopted,Stray,Normal,Intact Female,2 years,NA,Spayed Female
A737190,2016-10-23,2016-11-14,Shakira,Cat,British Shorthair Mix,Cream,Baby,Adopted,Stray,Normal,Intact Female,1 month,Foster,Spayed Female
A719889,2016-01-29,2016-02-02,R C,Dog,Jack Russell Terrier/Chihuahua Shorthair,Brown,Baby,Adopted,Stray,Normal,Intact Male,1 month,NA,Neutered Male
A778571,2018-08-17,2018-08-17,N/A,Cat,Domestic Shorthair Mix,Red,Adult,Deceased,Stray,Injured,Spayed Female,5 years,Suffering,Spayed Female
A797980,2019-06-19,2019-06-29,N/A,Dog,Jack Russell Terrier,Black,Baby,Adopted,Stray,Normal,Intact Female,1 month,NA,Spayed Female
A747573,2017-04-21,2017-04-21,N/A,Cat,Domestic Medium Hair Mix,Black,Baby,Deceased,Stray,Injured,Unknown,10 years,Suffering,Unknown
A720727,2016-02-14,2016-03-08,Rooster 11,Other,Chicken Mix,Black,Young,Adopted,Public Assist,Normal,Intact Male,1 year,NA,Intact Male
A795508,2019-05-21,2019-05-28,Leisl,Dog,German Shepherd Mix,Black,Baby,Transferred,Stray,Normal,Intact Female,9 months,Partner,Intact Female
A665459,2019-10-12,2019-10-19,Beau,Dog,Australian Cattle Dog/Anatol Shepherd,White,Adult,Adopted,Owner Surrender,Normal,Neutered Male,6 years,NA,Neutered Male
A756722,2017-08-24,2017-09-04,Sansa,Dog,German Shepherd Mix,White,Young,Transferred,Stray,Normal,Intact Female,2 years,Partner,Spayed Female
A698656,2015-03-15,2015-03-16,N/A,Other,Bat,Brown,Young,Deceased,Wildlife,Normal,Unknown,2 years,Rabies Risk,Unknown
A733796,2016-08-27,2016-08-28,Lady,Dog,Pit Bull Mix,Mixed,Adult,Returned to Owner,Stray,Normal,Spayed Female,3 years,NA,Spayed Female
A678142,2014-05-04,2014-05-10,Kathrine,Dog,Catahoula/Alaskan Husky,Cream,Baby,Adopted,Stray,Normal,Intact Female,5 months,NA,Spayed Female
A704635,2015-06-07,2015-06-08,N/A,Cat,Domestic Shorthair Mix,White,Baby,Transferred,Stray,Normal,Unknown,2 days,Partner,Unknown
A711382,2015-09-06,2015-09-07,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Transferred,Stray,Normal,Intact Male,7 months,SCRP,Intact Male
A800383,2019-07-20,2019-07-25,Ophelia,Dog,Pit Bull,White,Adult,Adopted,Stray,Normal,Spayed Female,4 years,NA,Spayed Female
A698383,2015-03-10,2015-03-13,N/A,Other,Hamster,Gray,Young,Transferred,Stray,Normal,Unknown,1 year,Partner,Unknown
A784970,2019-03-08,2019-03-16,Ziggy,Dog,Pit Bull Mix,White,Baby,Returned to Owner,Public Assist,Normal,Neutered Male,9 months,NA,Neutered Male
A766315,2018-02-06,2018-06-29,Jobin,Dog,Labrador Retriever/English Pointer,Brown,Adult,Adopted,Stray,Normal,Intact Male,6 years,NA,Neutered Male
A698558,2015-03-13,2015-05-08,N/A,Dog,Labrador Retriever/Boxer,White,Baby,Adopted,Stray,Nursing,Intact Female,2 days,Foster,Spayed Female
A636843,2016-09-14,2016-09-16,Patriot,Dog,Chihuahua Shorthair Mix,Black,Adult,Returned to Owner,Public Assist,Normal,Neutered Male,6 years,NA,Neutered Male
A778143,2018-08-09,2018-08-09,N/A,Cat,Domestic Shorthair Mix,White,Baby,Transferred,Stray,Normal,Intact Female,1 month,Partner,Intact Female
A735235,2017-04-30,2017-05-03,Layla,Dog,Labrador Retriever Mix,Black,Young,Returned to Owner,Stray,Normal,Spayed Female,1 year,NA,Spayed Female
A685298,2018-03-24,2018-03-25,Mia,Cat,Siamese Mix,Mixed,Adult,Adopted,Owner Surrender,Normal,Spayed Female,4 years,Foster,Spayed Female
A755208,2017-07-31,2017-09-04,Choco Chip,Dog,Catahoula Mix,Mixed,Baby,Adopted,Stray,Injured,Intact Male,7 months,NA,Neutered Male
A693147,2014-12-02,2014-12-09,Agnes,Dog,Bullmastiff Mix,Mixed,Young,Transferred,Stray,Normal,Intact Female,2 years,Partner,Spayed Female
A765470,2018-04-27,2018-05-01,Sugar,Dog,Lhasa Apso Mix,Brown,Adult,Transferred,Stray,Normal,Intact Female,4 years,Partner,Intact Female
A771814,2018-05-10,2018-06-27,Mr Figs,Cat,Domestic Shorthair Mix,Black,Young,Adopted,Stray,Normal,Neutered Male,2 years,NA,Neutered Male
A657358,2015-12-10,2015-12-19,Alfie,Dog,Chihuahua Shorthair Mix,Mixed,Adult,Transferred,Public Assist,Normal,Neutered Male,3 years,Partner,Neutered Male
A710196,2015-08-19,2015-08-19,N/A,Cat,Domestic Shorthair Mix,Gray,Young,Deceased,Stray,Sick,Intact Male,1 year,Suffering,Intact Male
A777173,2018-07-24,2018-07-29,N/A,Cat,Domestic Medium Hair Mix,Black,Baby,Transferred,Stray,Normal,Intact Female,5 months,Snr,Intact Female
A776671,2018-07-17,2018-11-23,Button,Cat,Domestic Shorthair Mix,Black,Baby,Adopted,Stray,Normal,Intact Male,2 months,NA,Neutered Male
A749128,2017-05-11,2017-08-12,Mini,Cat,Domestic Shorthair Mix,Black,Baby,Adopted,Stray,Normal,Intact Female,4 weeks,Foster,Spayed Female
A666197,2013-10-28,2013-12-19,Leroy,Dog,Pit Bull Mix,Gray,Young,Deceased,Stray,Normal,Intact Male,2 years,Behavior,Neutered Male
A705044,2015-06-12,2015-06-14,Dodge,Dog,Labrador Retriever Mix,Black,Young,Returned to Owner,Stray,Aged,Intact Male,2 years,NA,Neutered Male
A717977,2015-12-18,2015-12-23,N/A,Dog,Miniature Schnauzer Mix,Gray,Young,Adopted,Stray,Normal,Intact Male,2 years,NA,Neutered Male
A768778,2019-10-01,2019-10-02,Pickles,Dog,Great Pyrenees,White,Young,Transferred,Owner Surrender,Normal,Spayed Female,1 year,Partner,Spayed Female
A727375,2016-05-21,2016-05-24,Bugel,Dog,Jack Russell Terrier Mix,Mixed,Young,Returned to Owner,Stray,Normal,Neutered Male,1 year,NA,Neutered Male
A671271,2014-01-21,2014-01-22,N/A,Cat,Domestic Shorthair Mix,Mixed,Young,Transferred,Stray,Normal,Intact Female,2 years,SCRP,Intact Female
A765715,2018-01-25,2018-01-29,N/A,Dog,Labrador Retriever Mix,Cream,Baby,Adopted,Stray,Normal,Intact Female,1 month,NA,Spayed Female
A809230,2019-11-21,2019-11-24,Moo,Dog,Siberian Husky,Gray,Adult,Adopted,Owner Surrender,Normal,Intact Male,4 years,NA,Neutered Male
A671996,2014-02-02,2014-03-04,Walterwhite,Other,Ferret,White,Young,Adopted,Stray,Normal,Neutered Male,1 year,NA,Neutered Male
A734364,2016-09-05,2016-11-20,Skully,Dog,American Pit Bull Terrier Mix,White,Young,Adopted,Stray,Injured,Intact Female,2 years,NA,Spayed Female
A755305,2017-08-01,2017-08-04,Hope,Dog,Pekingese/Shih Tzu,White,Baby,Transferred,Owner Surrender,Normal,Intact Female,7 months,Partner,Spayed Female
A783948,2018-12-29,2018-12-29,Jack,Dog,Australian Shepherd Mix,Black,Young,Adopted,Owner Surrender,Normal,Neutered Male,1 year,NA,Neutered Male
A648687,2014-07-09,2014-07-11,Lulu,Dog,German Shepherd Mix,Black,Young,Returned to Owner,Public Assist,Normal,Spayed Female,1 year,NA,Spayed Female
A779361,2018-08-31,2018-09-12,N/A,Cat,Domestic Medium Hair Mix,Mixed,Young,Transferred,Stray,Nursing,Intact Female,11 months,Snr,Spayed Female
A717620,2015-12-11,2016-01-05,Oliver,Cat,Domestic Medium Hair Mix,Black,Young,Transferred,Owner Surrender,Normal,Intact Male,1 year,Partner,Neutered Male
A793747,2019-04-29,2019-05-09,Greta,Dog,German Shepherd Mix,Cream,Adult,Transferred,Stray,Normal,Spayed Female,8 years,Partner,Spayed Female
A673606,2014-05-20,2014-05-22,Gracie,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Owner Surrender,Normal,Spayed Female,4 months,NA,Spayed Female
A714479,2017-04-01,2017-04-02,Soyrizo,Cat,Domestic Shorthair Mix,Gray,Young,Adopted,Owner Surrender,Normal,Spayed Female,1 year,NA,Spayed Female
A805421,2019-09-26,2019-09-28,Johnny,Dog,Border Collie,Black,Adult,Transferred,Owner Surrender,Normal,Neutered Male,5 years,Partner,Neutered Male
A686756,2014-08-26,2014-08-31,Mr Bunny,Other,Rabbit,Mixed,Adult,Transferred,Owner Surrender,Normal,Intact Male,4 years,Partner,Intact Male
A760403,2018-01-09,2018-01-15,Dallas,Dog,Labrador Retriever Mix,Black,Baby,Adopted,Owner Surrender,Normal,Neutered Male,8 months,NA,Neutered Male
A760414,2017-10-18,2017-11-01,N/A,Cat,Domestic Shorthair Mix,Mixed,Adult,Transferred,Stray,Normal,Neutered Male,4 years,Partner,Neutered Male
A685706,2014-08-11,2014-08-15,Olivia,Cat,Domestic Shorthair Mix,White,Baby,Adopted,Stray,Normal,Intact Female,1 month,NA,Spayed Female
A750941,2017-06-02,2017-06-04,N/A,Other,Squirrel,Brown,Young,Deceased,Wildlife,Injured,Intact Male,2 years,NA,Intact Male
A788918,2019-02-11,2019-03-21,Koda,Other,Rabbit,Black,Young,Adopted,Owner Surrender,Normal,Intact Male,2 years,NA,Neutered Male
A799599,2019-07-10,2019-07-11,N/A,Dog,Chihuahua Shorthair Mix,Black,Baby,Transferred,Stray,Normal,Intact Male,4 weeks,Partner,Intact Male
A753761,2017-07-10,2017-08-28,Paula,Dog,German Shepherd Mix,Brown,Young,Adopted,Stray,Normal,Spayed Female,11 months,NA,Spayed Female
A785018,2018-11-25,2018-12-04,Luca,Dog,Australian Cattle Dog/Pointer,White,Young,Transferred,Stray,Normal,Intact Male,1 year,Partner,Intact Male
A727484,2016-05-22,2016-06-03,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Transferred,Stray,Normal,Intact Female,4 weeks,Partner,Intact Female
A801746,2019-08-08,2019-08-08,Lela,Dog,Chihuahua Shorthair,Brown,Adult,Returned to Owner,Stray,Normal,Spayed Female,8 years,NA,Spayed Female
A699246,2015-03-24,2015-03-25,Lily,Dog,Lhasa Apso Mix,Brown,Young,Transferred,Stray,Normal,Intact Female,1 year,Partner,Intact Female
A687726,2014-09-09,2014-09-09,N/A,Cat,Domestic Shorthair Mix,Gray,Baby,Transferred,Stray,Normal,Intact Male,3 weeks,Partner,Intact Male
A729621,2016-06-21,2016-06-24,Peach,Cat,Domestic Longhair Mix,Mixed,Baby,Transferred,Stray,Normal,Intact Female,1 month,Partner,Intact Female
A794514,2019-05-09,2019-05-28,N/A,Cat,Domestic Medium Hair,Mixed,Baby,Transferred,Stray,Normal,Intact Male,8 months,Snr,Intact Male
A733430,2018-02-11,2018-02-12,Flaco,Dog,Chihuahua Shorthair Mix,Brown,Adult,Returned to Owner,Stray,Normal,Neutered Male,6 years,NA,Neutered Male
A757796,2017-09-08,2017-09-10,Xocitl,Dog,Mexican Hairless,Gray,Adult,Returned to Owner,Public Assist,Normal,Spayed Female,2 years,NA,Spayed Female
A793174,2019-04-20,2019-07-21,Wilbur,Dog,Staffordshire Mix,Gray,Young,Adopted,Stray,Normal,Intact Male,2 years,Foster,Neutered Male
A764221,2017-12-25,2018-01-02,N/A,Cat,Domestic Shorthair Mix,Black,Baby,Transferred,Stray,Normal,Intact Female,0 years,Partner,Intact Female
A673427,2014-02-24,2014-02-28,N/A,Other,Skunk,Black,Young,Deceased,Wildlife,Sick,Unknown,1 year,Rabies Risk,Unknown
A754284,2017-07-18,2017-07-28,Duke,Dog,Labrador Retriever/Akita,Brown,Young,Returned to Owner,Public Assist,Normal,Neutered Male,2 years,NA,Neutered Male
A707239,2015-07-10,2015-07-22,N/A,Cat,Domestic Medium Hair Mix,Mixed,Young,Transferred,Owner Surrender,Normal,Intact Female,2 years,Partner,Spayed Female
A742081,2017-01-14,2017-01-18,Ser Pounce,Cat,Domestic Longhair Mix,Yellow,Baby,Adopted,Stray,Normal,Intact Male,1 month,NA,Neutered Male
A681279,2014-06-14,2014-06-14,N/A,Other,Bat,Orange,Young,Deceased,Wildlife,Nursing,Unknown,1 year,Rabies Risk,Unknown
A671933,2014-02-01,2014-02-02,Mugzi,Dog,Boston Terrier Mix,Brown,Young,Returned to Owner,Owner Surrender,Injured,Neutered Male,2 years,NA,Neutered Male
A788105,2019-01-26,2019-11-30,Riko,Dog,Akita/Australian Cattle Dog,Cream,Young,Adopted,Owner Surrender,Normal,Intact Male,10 months,NA,Neutered Male
A689624,2014-10-07,2014-11-10,Frank,Dog,Pit Bull Mix,White,Adult,Deceased,Stray,Normal,Intact Male,3 years,Medical,Neutered Male
A799542,2019-07-09,2019-07-11,N/A,Other,Guinea Pig,Mixed,Young,Transferred,Stray,Normal,Unknown,1 year,Partner,Unknown
A781477,2018-09-30,2018-10-06,Mickey,Cat,Domestic Shorthair Mix,Black,Baby,Adopted,Owner Surrender,Normal,Intact Male,6 months,NA,Neutered Male
A770979,2018-04-28,2018-05-02,N/A,Cat,Domestic Shorthair Mix,Mixed,Adult,Deceased,Stray,Normal,Spayed Female,7 years,Suffering,Spayed Female
A809026,2019-11-17,2019-12-08,Amelia,Cat,Domestic Shorthair,Black,Baby,Adopted,Stray,Normal,Intact Female,6 months,NA,Spayed Female
A757125,2017-08-30,2017-09-04,Bently,Cat,Domestic Shorthair Mix,Black,Baby,Adopted,Stray,Normal,Intact Male,1 month,NA,Intact Male
A687381,2014-09-04,2014-09-21,Bruce,Dog,Pit Bull/Boxer,Mixed,Baby,Adopted,Stray,Normal,Intact Male,6 months,NA,Neutered Male
A686048,2014-08-15,2014-08-16,N/A,Other,Bat,Brown,Young,Deceased,Wildlife,Normal,Unknown,1 year,NA,Unknown
A734591,2016-09-09,2016-09-18,Jake,Cat,Domestic Medium Hair Mix,Orange,Baby,Transferred,Stray,Normal,Intact Male,1 month,Partner,Intact Male
A766010,2018-01-31,2018-02-04,N/A,Dog,English Foxhound Mix,Mixed,Young,Transferred,Stray,Normal,Intact Female,2 years,Partner,Spayed Female
A775114,2018-06-24,2018-10-26,Jett,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Female,3 weeks,NA,Spayed Female
A752441,2017-06-22,2017-06-25,N/A,Cat,Siamese Mix,Cream,Young,Transferred,Stray,Normal,Intact Male,1 year,Snr,Neutered Male
A693628,2014-12-11,2014-12-15,Bollita,Dog,Great Pyrenees,White,Young,Returned to Owner,Stray,Normal,Spayed Female,2 years,NA,Spayed Female
A668055,2013-11-26,2013-12-18,Sandy,Cat,Domestic Shorthair Mix,Mixed,Adult,Transferred,Stray,Injured,Intact Female,3 years,SCRP,Intact Female
A703485,2015-05-25,2015-05-25,Herman,Cat,Domestic Shorthair Mix,Black,Adult,Deceased,Stray,Normal,Neutered Male,5 years,Suffering,Neutered Male
A762769,2017-11-26,2017-11-30,N/A,Cat,Domestic Shorthair Mix,Gray,Baby,Adopted,Stray,Normal,Intact Female,1 month,NA,Spayed Female
A747331,2017-04-18,2017-06-14,N/A,Cat,Domestic Shorthair Mix,Black,Baby,Adopted,Stray,Nursing,Intact Female,3 weeks,Foster,Spayed Female
A699879,2015-04-03,2015-04-04,N/A,Dog,Rat Terrier Mix,Black,Baby,Transferred,Stray,Normal,Intact Male,1 month,Partner,Intact Male
A768478,2018-03-20,2018-03-26,Max,Cat,Domestic Shorthair Mix,Mixed,Young,Adopted,Stray,Normal,Intact Male,1 year,NA,Neutered Male
A789890,2019-03-03,2019-03-04,Marley,Dog,Boxer Mix,White,Senior,Returned to Owner,Stray,Normal,Intact Male,9 years,NA,Intact Male
A777134,2018-07-24,2018-07-29,N/A,Cat,Domestic Medium Hair Mix,Black,Baby,Adopted,Stray,Normal,Intact Female,1 month,NA,Spayed Female
A779917,2018-09-06,2018-10-10,Clara,Dog,Pit Bull Mix,Red,Baby,Adopted,Stray,Injured,Intact Female,5 months,NA,Spayed Female
A804249,2019-09-12,2019-09-13,Oscar,Dog,Dachshund,Red,Young,Returned to Owner,Stray,Normal,Neutered Male,1 year,NA,Neutered Male
A707187,2015-07-09,2015-10-02,Sweetness,Cat,Domestic Medium Hair Mix,Black,Baby,Adopted,Stray,Normal,Intact Female,1 month,Foster,Spayed Female
A777042,2018-07-22,2018-10-08,Marley,Dog,Basset Hound/Rat Terrier,White,Adult,Adopted,Owner Surrender,Normal,Neutered Male,5 years,NA,Neutered Male
A758559,2017-09-18,2017-09-19,N/A,Other,Raccoon,Gray,Young,Deceased,Wildlife,Sick,Intact Female,1 year,Rabies Risk,Intact Female
A744689,2017-03-06,2017-03-15,Kitty,Cat,Domestic Shorthair Mix,Cream,Young,Transferred,Owner Surrender,Normal,Spayed Female,11 years,Partner,Spayed Female
A792606,2019-04-12,2019-07-21,Shiro,Cat,Domestic Shorthair Mix,Black,Baby,Adopted,Stray,Normal,Intact Male,3 weeks,NA,Neutered Male
A745901,2017-03-26,2017-03-26,N/A,Other,Bat,Brown,Baby,Deceased,Wildlife,Sick,Unknown,5 months,Rabies Risk,Unknown
A756018,2017-08-12,2017-08-14,N/A,Other,Bat,Black,Young,Deceased,Wildlife,Normal,Unknown,2 years,NA,Unknown
A770659,2018-04-23,2018-04-25,Pike,Dog,Labrador Retriever Mix,Cream,Young,Returned to Owner,Stray,Normal,Neutered Male,1 year,NA,Neutered Male
A732726,2016-08-12,2016-09-22,Manuel,Cat,Domestic Shorthair Mix,Gray,Young,Transferred,Public Assist,Sick,Intact Male,1 year,Partner,Neutered Male
A690042,2014-10-13,2014-11-30,Cocoa,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Female,1 month,NA,Spayed Female
A743063,2017-05-31,2017-06-05,Smokey,Dog,Pit Bull Mix,Black,Young,Returned to Owner,Stray,Normal,Intact Male,1 year,NA,Intact Male
A791765,2019-03-31,2019-06-22,N/A,Cat,Domestic Shorthair Mix,Orange,Baby,Adopted,Stray,Normal,Intact Male,1 day,Foster,Neutered Male
A681268,2015-02-05,2015-03-14,Hana,Cat,Siamese Mix,Mixed,Young,Adopted,Stray,Normal,Intact Female,2 years,NA,Spayed Female
A710193,2015-08-19,2015-08-31,Maggie,Cat,Domestic Shorthair Mix,Mixed,Adult,Transferred,Owner Surrender,Normal,Spayed Female,8 years,Partner,Spayed Female
A682174,2014-06-25,2014-06-27,N/A,Cat,Domestic Shorthair Mix,Orange,Baby,Returned to Owner,Owner Surrender,Normal,Intact Male,3 months,NA,Neutered Male
A750331,2017-05-25,2017-05-26,N/A,Dog,Miniature Pinscher Mix,Black,Baby,Transferred,Stray,Sick,Intact Male,5 months,Partner,Intact Male
