id,date_in,date_out,name,type,breed,color,age_out,outcome_type,intake_type,intake_condition,sex_upon_intake,age_in,outcome_subtype,sex_upon_outcome
A681934,2014-06-21,2014-07-01,N/A,Dog,Chihuahua Shorthair/Dachshund,Red,Baby,Adopted,Stray,Normal,Intact Female,7 months,NA,Spayed Female
A770059,2018-04-14,2018-04-25,Osburn,Dog,Boxer Mix,White,Adult,Returned to Owner,Public Assist,Normal,Neutered Male,6 years,NA,Neutered Male
A716102,2015-11-14,2015-11-20,Dallas,Dog,Staffordshire Mix,Cream,Young,Adopted,Stray,Normal,Neutered Male,2 years,NA,Neutered Male
A750307,2017-05-25,2017-06-13,Charlie,Cat,Domestic Medium Hair Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Male,1 month,NA,Neutered Male
A641582,2015-04-28,2015-04-28,Cusi,Dog,Catahoula Mix,Mixed,Adult,Returned to Owner,Stray,Normal,Spayed Female,4 years,NA,Spayed Female
A720599,2016-02-12,2016-02-12,Simon,Cat,Siamese Mix,Mixed,Baby,Returned to Owner,Owner Surrender,Sick,Neutered Male,10 years,NA,Neutered Male
A802620,2019-08-20,2019-10-18,N/A,Cat,Domestic Shorthair,Black,Baby,Adopted,Stray,Normal,Intact Male,2 months,NA,Neutered Male
A792324,2019-04-09,2019-04-10,N/A,Cat,Domestic Shorthair Mix,Black,Baby,Transferred,Stray,Normal,Intact Female,3 weeks,Partner,Intact Female
A729941,2016-06-25,2016-06-30,N/A,Dog,Border Terrier Mix,Mixed,Baby,Adopted,Stray,Sick,Intact Female,1 month,NA,Spayed Female
A680377,2014-06-02,2014-08-30,Irene,Cat,Domestic Medium Hair Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Female,3 weeks,Foster,Spayed Female
A793934,2019-05-01,2019-05-13,Little Eddie,Dog,Chihuahua Shorthair,Mixed,Baby,Transferred,Stray,Injured,Intact Male,4 months,Partner,Intact Male
A753262,2017-07-03,2017-07-10,N/A,Cat,Domestic Shorthair Mix,White,Baby,Adopted,Stray,Normal,Intact Male,1 month,NA,Neutered Male
A679191,2014-05-17,2014-05-19,Daisy,Cat,Domestic Longhair Mix,Mixed,Baby,Adopted,Owner Surrender,Normal,Intact Female,1 month,NA,Spayed Female
A734442,2016-09-06,2016-10-09,Valentine,Dog,Pit Bull Mix,Brown,Baby,Adopted,Stray,Injured,Intact Female,5 months,NA,Spayed Female
A716141,2015-11-15,2015-12-07,Nelson,Cat,Domestic Shorthair Mix,Orange,Adult,Transferred,Stray,Normal,Neutered Male,6 years,Partner,Neutered Male
A713153,2015-10-03,2015-10-04,N/A,Cat,Domestic Medium Hair Mix,Mixed,Baby,Transferred,Stray,Normal,Unknown,6 months,SCRP,Unknown
A773912,2018-06-07,2018-07-22,Bella,Cat,Domestic Shorthair Mix,White,Adult,Adopted,Stray,Normal,Spayed Female,6 years,NA,Spayed Female
A666034,2013-10-26,2013-10-31,Tart,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Owner Surrender,Normal,Intact Female,2 months,NA,Spayed Female
A666588,2013-11-04,2013-12-28,Milton,Cat,Domestic Shorthair Mix,Black,Baby,Adopted,Owner Surrender,Normal,Intact Male,4 weeks,Foster,Neutered Male
A686616,2014-08-24,2014-08-28,N/A,Dog,Yorkshire Terrier Mix,Brown,Adult,Deceased,Stray,Injured,Intact Male,5 years,Medical,Intact Male
A679155,2014-05-17,2014-07-17,N/A,Dog,Labrador Retriever/German Shepherd,Mixed,Baby,Adopted,Stray,Nursing,Intact Male,1 weeks,Foster,Neutered Male
A737287,2016-10-25,2016-11-04,Baybay,Dog,Rat Terrier/Chihuahua Shorthair,Brown,Senior,Returned to Owner,Public Assist,Normal,Neutered Male,9 years,NA,Neutered Male
A661874,2013-11-15,2013-11-17,Max,Dog,Miniature Schnauzer Mix,Black,Baby,Transferred,Owner Surrender,Normal,Neutered Male,5 months,Partner,Neutered Male
A620418,2014-11-13,2014-12-18,Yodi,Dog,Chihuahua Shorthair,Black,Adult,Adopted,Public Assist,Normal,Neutered Male,3 years,Foster,Neutered Male
A691447,2014-11-04,2014-11-08,Wyatt,Dog,Black/Tan Hound/Black Mouth Cur,Brown,Baby,Transferred,Stray,Normal,Intact Male,4 months,Partner,Intact Male
A748975,2017-05-09,2017-05-13,Roscoe,Dog,Anatol Shepherd Mix,Cream,Baby,Adopted,Owner Surrender,Normal,Intact Male,10 months,NA,Neutered Male
A766161,2018-02-03,2018-02-06,N/A,Other,Guinea Pig,Black,Young,Transferred,Owner Surrender,Normal,Unknown,1 year,Partner,Unknown
A726911,2016-05-16,2016-06-07,Mochi,Cat,Domestic Shorthair Mix,White,Young,Transferred,Stray,Normal,Intact Male,2 years,Partner,Neutered Male
A693559,2014-12-10,2014-12-14,Linda,Dog,German Shepherd Mix,Brown,Adult,Returned to Owner,Stray,Normal,Intact Female,4 years,NA,Spayed Female
A798957,2019-07-02,2019-07-18,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Deceased,Stray,Normal,Intact Female,2 months,In Kennel,Intact Female
A675030,2014-03-21,2014-03-26,N/A,Dog,Cairn Terrier Mix,White,Adult,Adopted,Stray,Injured,Intact Male,5 years,Offsite,Neutered Male
A743333,2017-02-10,2017-02-18,Tonka,Dog,Chinese Sharpei/Labrador Retriever,Cream,Adult,Returned to Owner,Stray,Normal,Neutered Male,6 years,NA,Neutered Male
A800080,2019-07-16,2019-07-17,Bonita,Dog,Pit Bull,Brown,Adult,Returned to Owner,Stray,Normal,Spayed Female,5 years,NA,Spayed Female
A626489,2016-07-13,2016-12-13,Miller,Cat,Domestic Shorthair Mix,Black,Adult,Adopted,Stray,Injured,Neutered Male,4 years,Foster,Neutered Male
A717400,2015-12-07,2015-12-11,N/A,Cat,Domestic Shorthair Mix,Black,Baby,Transferred,Stray,Normal,Intact Male,8 months,SCRP,Neutered Male
A807363,2019-10-24,2019-11-05,N/A,Cat,Domestic Shorthair,Mixed,Adult,Transferred,Stray,Normal,Intact Female,5 years,Partner,Spayed Female
A768575,2018-03-21,2018-03-22,Tfl,Other,Bat,Black,Young,Deceased,Wildlife,Sick,Unknown,2 years,Rabies Risk,Unknown
A777002,2018-07-21,2018-08-08,N/A,Other,Bat,Brown,Young,Deceased,Public Assist,Normal,Unknown,1 year,NA,Unknown
A716714,2016-01-11,2016-01-13,Gus,Cat,Domestic Shorthair Mix,Mixed,Young,Adopted,Owner Surrender,Normal,Neutered Male,1 year,NA,Neutered Male
A720252,2016-02-05,2016-03-10,Gilly,Cat,Siamese Mix,Mixed,Adult,Transferred,Owner Surrender,Normal,Spayed Female,5 years,Partner,Spayed Female
A807509,2019-10-25,2019-10-30,Lasagna,Cat,Domestic Shorthair,Mixed,Baby,Transferred,Stray,Normal,Intact Female,1 month,Partner,Intact Female
A760664,2017-10-22,2017-12-12,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Female,2 weeks,Foster,Spayed Female
A789241,2019-02-18,2019-02-20,Bubbles,Other,Hamster,White,Baby,Transferred,Owner Surrender,Normal,Intact Female,8 months,Partner,Intact Female
A797963,2019-06-19,2019-06-27,N/A,Dog,Chihuahua Shorthair,Cream,Baby,Adopted,Stray,Normal,Intact Female,4 months,NA,Spayed Female
A761358,2017-11-03,2017-11-07,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Female,1 month,NA,Spayed Female
A727448,2016-05-22,2016-07-09,Sandy,Cat,Domestic Shorthair Mix,Black,Baby,Adopted,Stray,Normal,Intact Female,1 month,Foster,Spayed Female
A713824,2015-10-13,2015-10-18,Marky Bark,Dog,Manchester Terrier Mix,Black,Baby,Adopted,Stray,Normal,Intact Male,5 months,NA,Neutered Male
A772169,2018-05-15,2018-05-22,Quark,Dog,Pit Bull Mix,Brown,Baby,Adopted,Stray,Normal,Intact Male,7 months,NA,Neutered Male
A715001,2015-10-29,2015-11-01,N/A,Cat,Siamese Mix,Mixed,Young,Adopted,Owner Surrender,Normal,Intact Female,2 years,NA,Spayed Female
A780953,2018-09-22,2018-09-28,Rock,Dog,Pit Bull Mix,White,Young,Returned to Owner,Stray,Normal,Intact Male,2 years,NA,Neutered Male
A809993,2019-12-05,NA,Hopper,Cat,Domestic Shorthair,Black,N/A,In Shelter,Owner Surrender,Nursing,Intact Male,2 days,NA,NA
A695688,2015-01-20,2015-01-20,Red Bull,Dog,Miniature Schnauzer Mix,Black,Young,Returned to Owner,Stray,Normal,Neutered Male,1 year,NA,Neutered Male
A723980,2016-04-09,2016-04-14,Buster,Dog,Cairn Terrier Mix,Cream,Baby,Adopted,Stray,Normal,Intact Male,1 month,NA,Neutered Male
A725254,2016-04-27,2016-06-05,Ginny,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Female,1 month,Foster,Spayed Female
A774436,2018-06-15,2018-08-21,Tina,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Female,1 month,Foster,Spayed Female
A728717,2016-06-07,2016-06-10,N/A,Dog,Australian Cattle Dog Mix,Brown,Baby,Transferred,Stray,Normal,Intact Male,1 month,Partner,Intact Male
A801077,2019-07-30,2019-07-31,N/A,Other,Bat,Brown,Young,Deceased,Public Assist,Normal,Unknown,1 year,Rabies Risk,Unknown
A704451,2015-06-05,2015-07-18,Princess Sn,Cat,Domestic Shorthair Mix,White,Baby,Adopted,Stray,Normal,Intact Female,4 weeks,Foster,Spayed Female
A677371,2014-04-29,2014-05-04,Chance,Dog,Border Collie/Labrador Retriever,Black,Baby,Adopted,Owner Surrender,Normal,Intact Male,7 months,NA,Neutered Male
A700970,2015-04-21,2015-04-23,Yogi,Dog,Labrador Retriever Mix,Black,Baby,Returned to Owner,Stray,Normal,Spayed Female,10 years,NA,Spayed Female
A788271,2019-01-29,2019-02-02,Sophie Marie,Dog,Chihuahua Shorthair Mix,White,Adult,Transferred,Stray,Normal,Intact Female,3 years,Partner,Intact Female
A675517,2014-03-28,2014-05-16,Sophie,Cat,Domestic Shorthair Mix,Black,Baby,Adopted,Stray,Normal,Intact Female,1 week,Foster,Intact Female
A715649,2015-11-07,2015-11-11,Ceasar,Cat,Domestic Shorthair Mix,Orange,Adult,Returned to Owner,Stray,Normal,Neutered Male,3 years,NA,Neutered Male
A744384,2017-03-06,2017-03-16,Bonnie,Dog,Siberian Husky Mix,White,Young,Transferred,Public Assist,Normal,Spayed Female,1 year,Partner,Spayed Female
A751245,2017-06-05,2017-06-13,Palomo,Dog,Pit Bull Mix,White,Adult,Adopted,Stray,Injured,Intact Male,3 years,NA,Neutered Male
A804644,2019-09-16,2019-09-17,N/A,Other,Bat,Brown,Young,Deceased,Public Assist,Normal,Unknown,1 year,Enroute,Unknown
A748809,2017-05-07,2017-05-12,Scooby,Dog,Chihuahua Shorthair Mix,Brown,Baby,Adopted,Stray,Normal,Intact Male,2 months,NA,Neutered Male
A809333,2019-11-22,2019-11-26,N/A,Dog,Labrador Retriever Mix,Yellow,Baby,Adopted,Stray,Normal,Intact Female,3 months,NA,Spayed Female
A804166,2019-09-11,2019-09-14,Dan,Dog,German Shepherd,Black,Young,Returned to Owner,Stray,Normal,Intact Male,12 years,NA,Intact Male
A669752,2013-12-26,2014-01-03,Uliana,Cat,Domestic Shorthair Mix,Mixed,Young,Transferred,Owner Surrender,Normal,Unknown,1 year,Partner,Unknown
A722107,2016-03-10,2016-03-21,Delano,Dog,Chihuahua Shorthair/Pug,Cream,Young,Adopted,Stray,Normal,Intact Male,2 years,NA,Neutered Male
A805284,2019-09-24,2019-11-09,Maximum,Dog,Cardigan Welsh Corgi/German Shepherd,Cream,Adult,Adopted,Stray,Normal,Neutered Male,2 years,NA,Neutered Male
A661245,2018-03-05,2018-03-05,Brownie,Dog,Pit Bull Mix,Cream,Adult,Returned to Owner,Stray,Normal,Neutered Male,5 years,NA,Neutered Male
A783813,2018-11-06,2018-11-25,Margot,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Female,3 months,NA,Spayed Female
A796824,2019-06-05,2019-06-06,N/A,Other,Opossum,Gray,Baby,Transferred,Wildlife,Nursing,Unknown,4 weeks,Partner,Unknown
A777280,2018-07-26,2018-10-28,Mouse,Cat,Domestic Medium Hair Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Female,2 weeks,NA,Spayed Female
A733663,2016-08-25,2016-08-26,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Transferred,Stray,Normal,Intact Female,4 months,SCRP,Spayed Female
A796346,2019-05-31,2019-06-28,June,Dog,Australian Cattle Dog/Pit Bull,Gray,Young,Transferred,Stray,Normal,Intact Female,2 years,Partner,Intact Female
A676676,2014-04-13,2014-04-14,N/A,Other,Duck,Brown,Young,Transferred,Wildlife,Injured,Unknown,1 year,NA,Unknown
A668030,2013-11-26,2013-12-01,Kitty,Dog,Border Terrier Mix,Mixed,Baby,Transferred,Stray,Normal,Intact Female,9 months,Partner,Intact Female
A714225,2015-10-19,2015-10-23,Kiki,Dog,Chihuahua Shorthair Mix,White,Young,Transferred,Stray,Normal,Intact Female,2 years,Partner,Intact Female
A714139,2015-10-18,2015-10-21,Jesse,Dog,Standard Schnauzer Mix,Gray,Young,Returned to Owner,Owner Surrender,Normal,Spayed Female,2 years,NA,Spayed Female
A773307,2018-05-30,2018-05-30,Bella,Dog,Treeing Walker Coonhound/German Shorthair Pointer,Brown,Young,Returned to Owner,Stray,Normal,Spayed Female,12 years,NA,Spayed Female
A769215,2018-04-01,2018-04-02,Mini,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Owner Surrender,Normal,Spayed Female,11 months,NA,Spayed Female
A756025,2017-08-12,2017-08-13,Radar,Dog,Chihuahua Shorthair Mix,Cream,Adult,Returned to Owner,Stray,Normal,Unknown,6 years,NA,Unknown
A806057,2019-10-05,2019-10-07,Cry Baby,Cat,Domestic Shorthair Mix,Mixed,Baby,Transferred,Owner Surrender,Normal,Intact Female,9 months,Partner,Intact Female
A741287,2016-12-30,2017-01-10,Ash,Dog,Great Pyrenees Mix,White,Young,Adopted,Stray,Normal,Intact Male,1 year,NA,Neutered Male
A752431,2017-06-22,2017-07-16,N/A,Cat,Domestic Shorthair Mix,White,Baby,Transferred,Stray,Normal,Intact Female,3 months,Partner,Intact Female
A710972,2015-09-19,2015-09-21,Leila,Dog,Pit Bull Mix,Black,Young,Transferred,Owner Surrender,Sick,Spayed Female,2 years,Partner,Spayed Female
A783321,2018-10-29,2018-12-26,N/A,Cat,Domestic Longhair Mix,White,Baby,Adopted,Stray,Injured,Intact Female,4 weeks,Foster,Spayed Female
A664750,2013-10-08,2013-11-06,Harmony,Cat,Domestic Shorthair Mix,Gray,Baby,Adopted,Owner Surrender,Normal,Intact Female,1 month,Offsite,Spayed Female
A694280,2014-12-24,2015-01-11,Zena,Dog,Pit Bull Mix,White,Adult,Transferred,Stray,Other,Spayed Female,3 years,Partner,Spayed Female
A690150,2014-10-15,2014-10-21,Benjamin,Cat,Siamese Mix,Mixed,Young,Adopted,Stray,Normal,Neutered Male,11 years,NA,Neutered Male
A695063,2015-01-08,2015-01-12,Tiger,Dog,Cairn Terrier Mix,Cream,Baby,Transferred,Stray,Normal,Intact Male,5 months,Partner,Intact Male
A769806,2018-04-10,2018-04-10,Leah,Dog,Pit Bull Mix,Brown,Baby,Returned to Owner,Stray,Normal,Intact Female,7 months,NA,Intact Female
A721264,2016-02-24,2016-03-06,Pickle,Dog,Chihuahua Shorthair Mix,White,Young,Transferred,Owner Surrender,Normal,Neutered Male,12 years,Partner,Neutered Male
A758574,2019-10-06,2019-10-15,Little Bit,Dog,Chihuahua Shorthair Mix,Mixed,Young,Returned to Owner,Public Assist,Normal,Intact Female,2 years,NA,Spayed Female
A765018,2018-01-12,2018-01-20,Schnitzel,Dog,Australian Kelpie Mix,Mixed,Adult,Returned to Owner,Public Assist,Normal,Neutered Male,3 years,NA,Neutered Male
A795740,2019-05-24,2019-05-24,Muneco,Dog,Anatol Shepherd,White,Baby,Returned to Owner,Stray,Normal,Intact Male,4 months,NA,Intact Male
A786061,2018-12-15,2019-01-15,Anna,Cat,Domestic Medium Hair Mix,Mixed,Baby,Adopted,Owner Surrender,Normal,Intact Female,1 month,Foster,Spayed Female
A783835,2018-11-07,2018-11-11,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Male,1 month,NA,Neutered Male
A676809,2014-04-15,2014-04-18,N/A,Dog,Shih Tzu Mix,Gray,Adult,Transferred,Stray,Normal,Intact Female,3 years,Partner,Intact Female
A695240,2015-01-11,2015-01-11,Connor,Dog,Labrador Retriever,Black,Adult,Returned to Owner,Stray,Normal,Neutered Male,7 years,NA,Neutered Male
A770124,2018-04-15,2018-04-15,Bear,Dog,Chihuahua Shorthair Mix,Black,Adult,Returned to Owner,Stray,Normal,Spayed Female,6 years,NA,Spayed Female
A756574,2017-08-22,2017-08-27,Taz,Dog,Yorkshire Terrier Mix,Cream,Baby,Adopted,Stray,Normal,Neutered Male,10 years,NA,Neutered Male
A729053,2016-06-13,2016-06-14,N/A,Other,Bat,Brown,Young,Deceased,Wildlife,Normal,Unknown,2 years,Rabies Risk,Unknown
A693299,2014-12-05,2014-12-09,N/A,Dog,Jack Russell Terrier Mix,White,Baby,Adopted,Stray,Normal,Intact Female,4 months,NA,Spayed Female
A667750,2013-11-22,2013-11-27,N/A,Cat,Domestic Shorthair Mix,Mixed,Adult,Returned to Owner,Stray,Normal,Spayed Female,3 years,NA,Spayed Female
A728257,2016-06-01,2016-06-06,Rusty,Dog,Chihuahua Shorthair Mix,Cream,Young,Adopted,Stray,Normal,Intact Male,2 years,NA,Neutered Male
A692504,2014-11-21,2014-11-25,Osyrus,Cat,Domestic Shorthair Mix,Gray,Adult,Transferred,Owner Surrender,Normal,Spayed Female,7 years,Partner,Spayed Female
A711895,2015-09-13,2015-09-16,N/A,Other,Conure Mix,Green,Young,Adopted,Stray,Normal,Unknown,1 year,NA,Unknown
A805507,2019-09-28,2019-09-28,Rylie,Dog,Border Collie,Black,Young,Returned to Owner,Stray,Normal,Intact Female,2 years,NA,Intact Female
A544109,2015-02-28,2015-04-25,Tippy,Dog,Pit Bull,Mixed,Adult,Returned to Owner,Stray,Normal,Spayed Female,7 years,NA,Spayed Female
A676231,2014-04-06,2014-04-07,Spike,Dog,German Shepherd Mix,Black,Adult,Deceased,Owner Surrender,Sick,Neutered Male,4 years,Suffering,Neutered Male
A751138,2017-06-04,2017-08-27,Henry,Cat,Domestic Shorthair Mix,Black,Baby,Adopted,Owner Surrender,Normal,Intact Male,4 weeks,NA,Intact Male
A745917,2017-03-26,2017-04-02,Frida,Dog,Chihuahua Shorthair Mix,Black,Young,Adopted,Owner Surrender,Normal,Intact Female,1 year,NA,Spayed Female
A625274,2014-12-17,2014-12-18,Brown Suga,Dog,Chihuahua Shorthair Mix,White,Adult,Adopted,Stray,Normal,Spayed Female,4 years,NA,Spayed Female
A752257,2017-06-20,2018-08-08,Frank,Dog,German Shepherd Mix,Black,Adult,Adopted,Stray,Normal,Intact Male,4 years,Foster,Neutered Male
A676194,2014-04-06,2014-04-06,N/A,Cat,Domestic Shorthair Mix,Gray,Baby,Transferred,Stray,Injured,Unknown,6 days,Partner,Unknown
A761766,2017-11-09,2018-01-08,N/A,Dog,Cairn Terrier Mix,Black,Baby,Adopted,Stray,Normal,Intact Female,1 week,Foster,Spayed Female
A695991,2015-02-07,2015-02-08,N/A,Dog,Chihuahua Shorthair Mix,Brown,Young,Adopted,Owner Surrender,Normal,Spayed Female,1 year,NA,Spayed Female
A810825,2019-12-21,2019-12-27,N/A,Cat,Domestic Shorthair,Mixed,Young,Transferred,Stray,Normal,Intact Female,1 year,Snr,Intact Female
A788859,2019-02-10,2019-02-16,Tobias,Dog,Lhasa Apso/Standard Poodle,Yellow,Young,Adopted,Stray,Normal,Intact Male,1 year,NA,Neutered Male
A711785,2015-09-12,2015-09-12,N/A,Other,Bat,Brown,Young,Deceased,Wildlife,Sick,Unknown,1 year,Rabies Risk,Unknown
A707729,2015-07-16,2015-07-16,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Transferred,Stray,Nursing,Intact Male,2 weeks,Partner,Intact Male
A747937,2017-04-27,2017-04-29,Coni,Dog,Chihuahua Shorthair Mix,Brown,Baby,Adopted,Owner Surrender,Normal,Intact Female,5 months,NA,Spayed Female
A733466,2016-08-22,2016-08-22,Mojo,Dog,Pit Bull Mix,Mixed,Baby,Returned to Owner,Stray,Normal,Intact Male,10 months,NA,Intact Male
A778446,2018-08-14,2018-08-15,N/A,Other,Bat,Brown,Young,Deceased,Wildlife,Normal,Unknown,1 year,Rabies Risk,Unknown
A802590,2019-08-20,2019-08-30,Winfrey,Dog,Great Pyrenees,White,Young,Adopted,Stray,Normal,Intact Female,2 years,NA,Spayed Female
A769560,2018-04-06,2018-04-21,Junior,Dog,Chihuahua Shorthair Mix,Cream,Adult,Adopted,Owner Surrender,Normal,Intact Male,5 years,NA,Neutered Male
A736988,2016-10-20,2017-03-18,Cesar,Dog,Chihuahua Shorthair Mix,Cream,Young,Adopted,Owner Surrender,Normal,Intact Male,12 years,Foster,Neutered Male
A684846,2014-07-29,2014-08-20,Cookie,Dog,Dachshund Wirehair Mix,Cream,Young,Adopted,Owner Surrender,Normal,Intact Female,1 year,NA,Spayed Female
A715229,2015-11-02,2015-11-11,Mark,Cat,Domestic Medium Hair Mix,Gray,Baby,Transferred,Stray,Normal,Intact Male,1 month,Partner,Intact Male
A677109,2014-04-19,2014-04-19,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Transferred,Stray,Normal,Unknown,2 days,Partner,Unknown
A734830,2016-09-14,2016-09-22,Rose,Dog,Rhod Ridgeback Mix,Red,Senior,Returned to Owner,Public Assist,Normal,Spayed Female,9 years,NA,Spayed Female
A682076,2014-06-24,2014-06-28,Geoffrey,Dog,Chinese Sharpei Mix,Cream,Young,Returned to Owner,Stray,Normal,Intact Male,1 year,NA,Neutered Male
A685225,2014-08-04,2014-08-06,Princess,Dog,Chow Chow/Irish Setter,Red,Young,Returned to Owner,Stray,Normal,Intact Female,2 years,NA,Spayed Female
A741774,2017-01-08,2017-01-19,Kira,Dog,Labrador Retriever Mix,Black,Young,Adopted,Stray,Normal,Intact Female,1 year,NA,Spayed Female
A679675,2014-05-24,2014-06-14,Luna,Cat,Domestic Shorthair Mix,Mixed,Adult,Transferred,Owner Surrender,Normal,Spayed Female,3 years,Partner,Spayed Female
A729036,2016-06-12,2016-07-01,Tigerlilly,Cat,Domestic Shorthair Mix,Cream,Baby,Adopted,Stray,Normal,Intact Female,1 month,NA,Intact Female
A800643,2019-07-24,2019-08-04,N/A,Cat,Domestic Shorthair,Mixed,Baby,Transferred,Stray,Normal,Intact Female,3 months,Snr,Intact Female
A766058,2018-02-01,2018-03-08,Mya,Dog,Pit Bull Mix,White,Baby,Adopted,Stray,Normal,Intact Female,1 month,Foster,Spayed Female
A710511,2015-08-24,2015-12-29,Henrietta,Dog,Dachshund Longhair Mix,Red,Adult,Adopted,Stray,Normal,Spayed Female,7 years,Foster,Spayed Female
A752241,2017-06-20,2017-08-08,Jake,Cat,Domestic Medium Hair Mix,Gray,Baby,Adopted,Stray,Normal,Intact Male,3 weeks,Foster,Neutered Male
A802822,2019-08-23,2019-08-27,Remy,Dog,Standard Poodle/Labrador Retriever,Cream,Baby,Adopted,Stray,Normal,Intact Female,4 months,NA,Spayed Female
A739832,2016-12-07,2016-12-11,Archie,Dog,Miniature Pinscher Mix,Black,Young,Adopted,Stray,Normal,Intact Male,1 year,NA,Neutered Male
A749364,2017-05-14,2017-05-14,N/A,Other,Raccoon,Brown,Baby,Deceased,Wildlife,Sick,Unknown,5 months,Rabies Risk,Unknown
A745938,2017-03-26,2017-05-28,Sully,Dog,Pit Bull Mix,Brown,Young,Adopted,Stray,Normal,Intact Female,1 year,NA,Spayed Female
A687642,2014-09-08,2014-09-08,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Transferred,Stray,Normal,Intact Male,2 weeks,Partner,Intact Male
A685871,2014-08-13,2014-08-20,Carter,Cat,Domestic Shorthair Mix,Mixed,Baby,Transferred,Stray,Normal,Intact Male,1 month,Partner,Intact Male
A758605,2017-09-19,2017-09-19,N/A,Cat,American Shorthair Mix,Mixed,Baby,Transferred,Stray,Normal,Intact Female,2 weeks,Partner,Intact Female
A728372,2016-06-03,2016-06-21,Thelma,Dog,Pit Bull Mix,White,Baby,Adopted,Stray,Normal,Intact Female,1 month,NA,Spayed Female
A776881,2018-07-20,2018-07-22,N/A,Other,Bat,Brown,Young,Deceased,Wildlife,Normal,Unknown,1 year,Rabies Risk,Unknown
A689666,2014-10-07,2014-10-12,Texas Kisses,Dog,Border Collie Mix,Brown,Baby,Adopted,Stray,Normal,Intact Female,4 months,NA,Spayed Female
A711515,2015-09-07,2015-09-09,N/A,Dog,Australian Kelpie Mix,Black,Baby,Transferred,Stray,Normal,Intact Female,3 months,Partner,Intact Female
A683642,2017-03-13,2017-04-14,Mimi,Dog,Boston Terrier Mix,Mixed,Young,Adopted,Stray,Normal,Spayed Female,2 years,NA,Spayed Female
A738557,2016-11-17,2016-11-17,N/A,Other,Raccoon,Black,Young,Deceased,Wildlife,Sick,Unknown,2 years,Medical,Unknown
A696607,2015-02-08,2015-03-19,Sugar,Dog,German Shepherd Mix,White,Adult,Adopted,Public Assist,Normal,Intact Female,4 years,NA,Spayed Female
A810914,2019-12-22,2019-12-28,N/A,Dog,Anatol Shepherd/Great Pyrenees,Cream,Baby,Adopted,Stray,Normal,Intact Male,2 months,NA,Neutered Male
A809576,2019-11-27,2019-12-03,Nori,Dog,Australian Cattle Dog,Black,Adult,Returned to Owner,Public Assist,Normal,Spayed Female,3 years,NA,Spayed Female
A678515,2014-05-09,2014-05-16,N/A,Dog,Chihuahua Shorthair Mix,Brown,Adult,Transferred,Stray,Normal,Spayed Female,5 years,Partner,Spayed Female
A743060,2017-04-01,2017-05-08,Bugotti,Dog,Rottweiler/Pit Bull,Brown,Young,Adopted,Owner Surrender,Normal,Neutered Male,2 years,NA,Neutered Male
A751803,2017-06-13,2017-06-18,N/A,Cat,Bengal/Domestic Shorthair,Mixed,Baby,Adopted,Stray,Normal,Intact Female,3 months,NA,Spayed Female
A805216,2019-09-24,2019-09-24,Kitt,Cat,Domestic Shorthair,Black,Senior,Transferred,Owner Surrender,Medical,Neutered Male,9 years,Partner,Neutered Male
A746493,2017-06-22,2017-07-02,Tigger,Dog,Pit Bull Mix,Mixed,Young,Returned to Owner,Public Assist,Normal,Neutered Male,1 year,NA,Neutered Male
A741834,2017-01-09,2017-01-14,Lexi,Cat,Domestic Shorthair Mix,Mixed,Adult,Returned to Owner,Stray,Normal,Spayed Female,3 years,NA,Spayed Female
A772393,2018-05-18,2018-08-07,Kai,Dog,Boxer Mix,Brown,Young,Transferred,Public Assist,Normal,Intact Male,11 months,Partner,Intact Male
A745084,2017-03-12,2017-03-19,N/A,Cat,Domestic Shorthair Mix,White,Baby,Adopted,Stray,Normal,Intact Female,7 months,NA,Spayed Female
A703745,2015-05-28,2015-05-30,Coco,Dog,Labrador Retriever/Doberman Pinsch,Brown,Young,Returned to Owner,Stray,Normal,Spayed Female,12 years,NA,Spayed Female
A701792,2015-05-04,2015-07-16,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Male,3 weeks,Foster,Neutered Male
A690884,2014-10-27,2014-10-27,N/A,Other,Bat,Brown,Adult,Deceased,Wildlife,Normal,Unknown,3 years,Rabies Risk,Unknown
